Coef,Estimate,Std. error,t value,p value
Intercept,3632942.095471823,98913.88684155597,36.72833220365921,0.0000e+00
x1,247.6885960061341,1.7222776014084336,143.81456032615233,0.0000e+00
x2,-1837.5830745636133,50.758641964460175,-36.202368768065924,0.0000e+00
